Station Id,Station Name,County Name,Elevation (ft),Year,Jan,Jan,Jan,Jan,Feb,Feb,Feb,Feb,Mar,Mar,Mar,Mar,Apr,Apr,Apr,Apr,May,May,May,May,Jun,Jun,Jun,Jun,Jul,Jul,Jul,Jul,Aug,Aug,Aug,Aug,Sep,Sep,Sep,Sep,Oct,Oct,Oct,Oct,Nov,Nov,Nov,Nov,Dec,Dec,Dec,Dec
334,Berry Creek,White Pine,9377,2001,5.3,4.1,18,,8.2,7.7,19,,10.4,10.5,28,,14.6,14.6,31,,18.7,17.3,45,,18.9,0.0,53,,18.9,0.0,56,,20.2,0.0,57,,22.2,0.0,50,,0.0,0.0,40,,1.2,0.2,27,,4.4,3.6,19,
334,Berry Creek,White Pine,9377,2002,7.1,7.3,18,,8.3,8.2,22,,10.2,10.7,22,,12.6,14.3,34,,15.6,12.5,40,,16.9,0.0,53,,16.9,0.0,61,,18.1,0.0,56,,18.2,0.0,47,,0.0,0.0,33,,2.2,0.0,26,,3.5,1.5,20,
334,Berry Creek,White Pine,9377,2003,5.3,5.0,28,,6.3,6.3,17,,8.9,9.4,26,,11.8,12.7,29,,18.7,18.2,41,,21.6,7.0,51,,21.6,0.0,62,,21.8,0.0,57,,22.8,0.0,48,,0.0,0.0,42,,0.4,0.2,22,,2.3,1.9,22,
334,Berry Creek,White Pine,9377,2004,5.9,6.0,19,,6.9,6.9,18,,11.7,13.0,32,,13.2,14.4,33,,17.4,15.3,41,,18.2,0.0,51,,18.8,0.0,57,,19.5,0.0,53,,21.3,0.0,44,,0.0,0.0,34,,5.7,7.5,23,,9.9,13.5,21,
334,Berry Creek,White Pine,9377,2005,13.0,18.0,22,,17.3,24.2,23,,20.2,28.3,24,,25.0,34.7,30,,33.4,38.4,40,,38.6,21.1,46,,39.6,0.0,59,,39.6,0.0,54,,39.8,0.0,46,45,0.0,0.0,36,36,1.8,1.3,29,33,3.7,2.4,22,32
334,Berry Creek,White Pine,9377,2006,5.9,5.5,21,33,9.3,10.3,20,33,12.0,13.7,21,33,17.0,20.7,33,33,20.4,22.3,42,34,21.8,0.0,53,50,22.7,0.0,58,54,26.3,0.0,55,53,26.5,0.0,45,43,0.0,0.0,37,34,2.1,0.0,30,29,3.3,1.1,25,28
334,Berry Creek,White Pine,9377,2007,5.5,3.4,19,29,6.8,4.8,26,29,10.4,9.0,33,31,14.0,12.0,35,31,17.3,12.4,44,33,18.8,0.0,54,48,20.1,0.0,61,54,20.6,0.0,58,53,21.9,0.0,48,44,0.0,0.0,38,33,1.4,0.0,33,26,1.4,0.0,19,27
334,Berry Creek,White Pine,9377,2008,4.6,3.1,19,29,8.9,10.0,23,30,12.5,13.5,26,30,13.4,14.3,32,31,13.9,13.1,39,31,15.5,1.3,51,43,16.5,0.0,59,52,17.4,0.0,58,52,18.8,0.0,49,42,0.0,0.0,39,34,1.1,0.0,32,32,3.7,1.9,21,31
334,Berry Creek,White Pine,9377,2009,6.1,4.7,26,31,11.1,10.2,24,31,15.1,14.9,26,31,18.9,19.4,32,32,23.2,21.3,45,33,24.9,0.0,46,44,29.2,0.0,57,52,31.3,0.0,54,50,32.2,0.0,52,45,0.0,0.0,34,33,3.4,1.3,32,31,3.5,0.4,18,28
334,Berry Creek,White Pine,9377,2010,6.6,3.8,25,30,11.0,8.5,23,30,12.8,10.2,27,31,18.1,15.7,31,31,22.2,18.8,35,31,27.6,17.8,50,37,28.5,0.0,58,52,28.8,0.0,56,52,28.9,0.0,51,44,0.0,0.0,39,37,4.7,0.3,26,32,10.4,5.4,26,32
334,Berry Creek,White Pine,9377,2011,17.5,12.2,24,32,18.6,12.9,21,32,21.5,16.1,28,32,25.8,22.5,30,32,30.4,26.0,36,32,38.3,28.2,48,32,39.0,0.0,56,50,41.4,0.0,58,53,42.0,0.0,50,44,0.0,0.0,38,34,4.4,0.0,27,30,5.3,0.7,23,30
334,Berry Creek,White Pine,9377,2012,6.1,1.3,26,30,8.1,3.5,22,30,11.0,6.4,31,31,13.8,8.8,36,31,16.3,5.4,44,37,16.8,0.0,54,49,16.8,0.0,57,53,20.4,0.0,56,53,24.1,0.0,49,44,0.0,0.0,40,35,2.1,0.0,32,31,2.7,0.5,22,31
334,Berry Creek,White Pine,9377,2013,6.0,3.6,21,31,8.6,6.3,20,31,10.4,8.2,32,31,11.2,8.4,33,31,15.2,8.9,42,34,16.9,0.0,55,50,16.9,0.0,60,54,17.6,0.0,56,52,19.4,0.0,47,44,0.0,0.0,34,33,2.3,1.2,31,32,3.7,2.1,21,32
334,Berry Creek,White Pine,9377,2014,5.9,4.2,27,31,8.0,6.0,26,31,11.1,9.0,29,31,12.9,11.1,34,32,15.4,7.9,43,34,17.7,0.0,51,48,18.1,0.0,59,54,19.5,0.0,52,50,23.5,0.0,50,46,0.0,0.0,43,35,0.0,0.0,30,31,1.5,1.4,24,31
334,Berry Creek,White Pine,9377,2015,4.0,4.3,29,31,5.9,5.9,31,31,6.4,6.2,34,31,7.4,4.9,34,31,9.7,1.7,40,35,15.9,0.0,56,50,17.6,0.0,55,51,19.2,0.0,57,53,20.4,0.0,52,48,0.0,0.0,42,39,4.0,0.4,24,33,6.8,3.6,21,32
334,Berry Creek,White Pine,9377,2016,11.3,8.3,24,32,16.4,12.7,28,32,17.6,14.0,31,32,20.2,16.8,36,32,24.5,16.1,40,32,27.3,5.6,55,47,29.5,0.0,59,53,29.5,0.0,56,53,30.3,0.0,48,44,0.0,0.0,41,36,0.9,0.0,32,31,2.9,2.4,22,30
334,Berry Creek,White Pine,9377,2017,6.2,5.6,22,31,11.2,11.5,27,31,15.6,17.2,32,31,20.0,20.6,33,32,23.2,20.9,42,32,24.7,3.4,55,48,24.8,0.0,60,54,27.2,0.0,56,52,28.9,0.0,45,44,0.0,0.0,38,32,0.2,0.0,35,29,1.2,0.8,28,27
334,Berry Creek,White Pine,9377,2018,1.9,1.4,27,28,4.2,3.9,21,29,5.7,5.7,27,30,9.3,9.9,36,31,11.5,4.7,42,36,15.3,0.0,54,51,15.3,0.0,60,55,18.2,0.0,58,54,19.8,0.0,52,49,0.0,0.0,36,35,3.7,0.0,29,23,5.9,2.3,23,27
334,Berry Creek,White Pine,9377,2019,7.1,3.7,25,29,9.9,7.1,18,30,15.0,13.7,27,31,21.8,20.5,35,31,28.7,22.9,37,31,34.6,24.3,48,32,35.4,0.0,57,50,37.2,0.0,58,53,37.9,0.0,47,45,0.0,0.0,33,30,0.1,0.0,31,25,2.7,3.2,24,29
334,Berry Creek,White Pine,9377,2020,5.3,6.5,24,29,7.5,8.9,25,29,8.4,9.7,28,30,11.7,13.1,35,31,14.0,10.1,45,37,14.6,0.0,50,48,15.1,0.0,60,53,15.3,0.0,61,57,15.3,0.0,53,49,0.0,0.0,42,37,0.0,0.0,30,30,2.1,1.7,24,27
334,Berry Creek,White Pine,9377,2021,4.0,3.2,24,29,6.5,6.1,22,30,9.3,8.9,27,31,12.8,12.0,35,32,14.6,9.9,43,37,15.3,0.0,58,53,15.8,0.0,60,55,18.9,0.0,57,54,19.5,0.0,52,47,0.0,0.0,36,35,4.4,1.8,35,32,4.6,1.8,24,30
336,Big Bend,Elko,6898,1994,2.7,1.3,26,,3.9,2.6,23,,5.5,4.8,35,,6.0,0.4,39,,9.0,0.0,48,,11.5,0.0,58,,11.9,0.0,66,,12.0,0.0,66,,13.1,0.0,,,0.0,0.0,,,0.5,0.0,21,,3.7,2.7,24,
336,Big Bend,Elko,6898,1995,5.2,4.0,,,7.7,7.3,34,,8.4,6.7,30,,10.0,3.9,35,,12.6,0.0,43,,16.5,0.0,49,,19.5,0.0,60,,20.0,0.0,63,,20.0,0.0,55,,0.0,0.0,42,,0.4,0.0,37,,2.0,0.0,28,
336,Big Bend,Elko,6898,1996,4.9,2.0,25,,8.5,7.6,27,,10.2,10.0,32,,12.2,10.2,37,,13.4,0.0,45,,16.3,0.0,58,,16.5,0.0,66,,17.1,0.0,64,,17.1,0.0,52,,0.0,0.0,42,,1.3,0.5,33,,3.7,0.4,24,
336,Big Bend,Elko,6898,1997,9.7,7.5,22,,12.8,11.2,23,,13.4,11.6,33,,14.5,8.4,33,,16.6,0.0,51,,17.2,0.0,53,,20.3,0.0,60,,21.1,0.0,64,,21.2,0.0,55,,0.0,0.0,41,,1.5,0.0,33,,2.4,0.6,22,
336,Big Bend,Elko,6898,1998,3.3,1.6,27,,5.9,5.1,25,,7.6,9.5,30,,9.1,7.2,36,,10.4,0.0,41,,15.1,0.0,49,,17.9,0.0,66,,18.4,0.0,66,,18.6,0.0,55,,0.0,0.0,40,,0.9,0.0,31,,2.5,1.1,,
336,Big Bend,Elko,6898,1999,3.2,2.0,26,,5.7,5.3,25,,7.3,8.5,31,,8.4,8.0,33,,9.9,0.0,42,,13.1,0.0,54,,14.8,0.0,64,,14.8,0.0,63,,15.0,0.0,54,,0.0,0.0,47,,0.4,0.0,39,,1.3,0.4,26,
336,Big Bend,Elko,6898,2000,2.5,1.7,25,,5.3,4.9,30,,7.3,8.3,30,,8.8,8.8,42,,10.6,0.0,48,,12.9,0.0,59,,12.9,0.0,67,,13.2,0.0,67,,13.6,0.0,54,,0.0,0.0,42,,2.0,0.3,25,,2.8,1.2,28,
336,Big Bend,Elko,6898,2001,4.2,2.4,24,,5.2,3.9,23,,5.7,5.0,34,,7.5,2.0,37,,9.5,0.0,52,,9.7,0.0,57,,10.9,0.0,64,,11.6,0.0,69,,12.0,0.0,58,,0.0,0.0,46,,0.9,0.0,34,,3.4,2.6,23,
336,Big Bend,Elko,6898,2002,5.8,7.3,22,,7.4,9.1,25,,8.2,11.1,29,,9.0,10.4,39,,10.8,0.0,47,,12.5,0.0,58,,13.2,0.0,69,,13.3,0.0,62,,13.7,0.0,55,,0.0,0.0,40,,0.6,0.0,33,,2.0,1.4,27,
336,Big Bend,Elko,6898,2003,4.3,4.3,33,,5.2,5.2,25,,5.9,6.2,34,,7.4,2.0,35,,11.4,0.0,49,,13.0,0.0,59,,13.0,0.0,71,,14.1,0.0,66,,15.2,0.0,56,,0.0,0.0,49,,0.2,0.0,27,,2.2,2.0,27,
336,Big Bend,Elko,6898,2004,5.6,6.6,23,,7.3,8.6,24,,8.9,10.8,39,,9.7,3.6,40,,12.2,0.0,46,,14.3,0.0,57,,14.4,0.0,65,,16.3,0.0,62,,18.0,0.0,53,,0.0,0.0,41,,1.9,0.3,30,,3.4,0.6,28,
336,Big Bend,Elko,6898,2005,4.6,2.2,27,,6.4,5.3,28,,7.1,6.4,33,,9.1,7.7,37,,12.2,0.0,47,,16.6,0.0,51,,18.3,0.0,66,,18.3,0.0,61,57,18.5,0.0,53,50,0.0,0.0,45,43,0.8,0.0,36,35,3.3,1.8,29,33
336,Big Bend,Elko,6898,2006,7.2,5.2,28,33,10.7,9.9,26,32,12.2,12.0,28,32,14.2,14.5,39,32,16.4,1.0,50,46,17.5,0.0,59,53,18.5,0.0,68,59,18.7,0.0,63,58,18.7,0.0,54,50,0.0,0.0,44,42,1.5,0.0,34,35,3.5,0.8,28,32
336,Big Bend,Elko,6898,2007,5.4,2.8,23,31,5.8,3.2,29,31,8.0,5.9,39,32,9.4,1.8,41,38,11.8,0.0,51,47,12.4,0.0,59,52,13.0,0.0,70,62,13.3,0.0,65,61,13.3,0.0,55,53,0.0,0.0,42,40,2.4,0.0,36,35,3.2,0.3,23,31
336,Big Bend,Elko,6898,2008,5.2,2.7,22,31,7.6,7.1,27,31,9.3,10.2,29,31,10.7,11.6,34,32,12.4,5.6,46,39,14.1,0.0,55,50,15.1,0.0,66,57,16.0,0.0,65,58,16.2,0.0,56,53,0.0,0.0,45,42,0.6,0.0,39,36,4.0,0.0,25,32
336,Big Bend,Elko,6898,2009,7.7,5.1,29,32,9.8,7.5,28,32,11.2,9.5,31,32,12.6,10.1,38,32,14.3,0.0,51,45,15.1,0.0,53,50,19.4,0.0,64,55,19.7,0.0,62,55,20.5,0.0,60,55,0.0,0.0,39,40,2.4,0.0,35,34,3.0,0.4,22,27
336,Big Bend,Elko,6898,2010,5.1,3.1,29,30,7.0,5.6,28,31,8.0,7.2,32,31,9.5,8.4,36,31,12.1,2.1,40,37,14.8,0.0,54,48,16.1,0.0,64,53,16.3,0.0,62,54,16.8,0.0,57,50,0.0,0.0,47,45,2.2,0.0,31,36,5.5,2.3,29,34
336,Big Bend,Elko,6898,2011,9.7,6.9,27,33,10.3,7.3,26,33,12.2,9.4,32,32,15.3,13.8,34,32,17.8,11.1,42,36,20.5,0.0,52,48,21.5,0.0,64,54,22.0,0.0,66,55,22.1,0.0,59,53,0.0,0.0,45,43,2.3,0.0,32,33,3.5,0.9,29,26
336,Big Bend,Elko,6898,2012,3.8,1.2,30,27,7.8,5.5,27,29,8.6,6.3,35,31,10.6,2.8,43,36,11.7,0.0,48,43,12.3,0.0,57,48,12.6,0.0,68,56,13.2,0.0,67,59,13.3,0.0,59,55,0.0,0.0,46,45,0.7,0.0,38,36,2.3,0.3,26,33
336,Big Bend,Elko,6898,2013,6.6,3.2,26,32,8.3,5.2,26,32,9.0,5.9,35,32,10.0,2.0,39,36,11.2,0.0,48,44,12.4,0.0,59,50,12.5,0.0,69,59,13.1,0.0,67,60,13.6,0.0,54,54,0.0,0.0,42,41,1.0,0.4,36,35,1.8,0.3,25,30
336,Big Bend,Elko,6898,2014,2.8,1.8,32,29,3.7,2.7,32,31,6.2,5.1,35,31,8.2,2.2,40,37,9.4,0.0,49,45,10.9,0.0,56,51,11.2,0.0,68,59,11.8,0.0,60,58,15.8,0.0,57,54,0.0,0.0,49,45,0.2,0.0,35,35,2.1,1.8,30,33
336,Big Bend,Elko,6898,2015,5.7,3.8,33,32,6.7,4.8,36,32,7.4,3.2,41,35,8.0,0.0,40,39,9.3,0.0,48,45,14.4,0.0,62,54,15.4,0.0,61,56,17.2,0.0,65,57,18.3,0.0,58,54,0.0,0.0,50,47,2.1,0.0,29,36,5.8,4.3,25,33
336,Big Bend,Elko,6898,2016,8.7,8.1,26,33,10.9,10.7,33,32,11.4,11.0,36,32,13.4,9.5,43,36,16.4,0.0,47,44,18.1,0.0,60,51,18.2,0.0,65,55,18.4,0.0,65,58,18.5,0.0,54,51,0.0,0.0,46,44,3.1,0.0,39,36,4.4,1.0,23,33
336,Big Bend,Elko,6898,2017,8.2,5.7,23,33,12.4,11.3,31,32,14.9,13.7,37,32,16.6,10.1,38,33,19.4,0.0,48,44,20.8,0.0,58,52,22.0,0.0,68,56,23.0,0.0,65,57,23.3,0.0,54,52,0.0,0.0,43,39,1.2,0.0,37,35,4.4,0.5,32,32
